course_title,course_organization,course_certificate_type,course_time,course_rating,course_reviews_num,course_difficulty,course_url,course_students_enrolled,course_skills
From Excel to Power BI,Knowledge Accelerators,Course,1 - 4 Weeks,4.6,4.6k,Beginner,https://www.coursera.org/learn/from-excel-to-power-bi,45829.0,"['Business Analytics', 'Microsoft Excel', 'Data Analysis', 'Data Visualization (DataViz)', 'power bi']"
From Likes to Leads Interact with Customers Online,Google,Course,1 - 3 Months,4.4,131,Beginner,https://www.coursera.org/learn/from-likes-to-leads,27553.0,"['Social Listening', 'Social Media Bidding', 'Customer Engagement', 'Social Media Analytics', 'Social Media Branding']"
Functional Programming in Scala,Ecole Polytechnique Federale de Lausanne,Specialization,3 - 6 Months,4.8,2.1k,Intermediate,https://www.coursera.org/specializations/scala,116552.0,"['Scala Programming', 'Parallel Computing', 'Apache Spark', 'Functional Programming']"
Fundamentals of Accounting,University of Illinois at Urbana-Champaign,Specialization,3 - 6 Months,4.7,10.6k,Beginner,https://www.coursera.org/specializations/accounting-fundamentals,70385.0,"['Income Statement', 'Cost', 'Financial Statement', 'Balance Sheet']"
Fundamentals of Computing,Rice University,Specialization,3 - 6 Months,4.7,1.9k,Beginner,https://www.coursera.org/specializations/computer-fundamentals,27875.0,"['Recursion', 'Algorithms', 'Python Programming', 'Dynamic Programming']"
Fundamentals of Flight mechanics,ISAE-SUPAERO,Specialization,3 - 6 Months,3.9,817,Beginner,https://www.coursera.org/specializations/flight-mechanics-fundamentals,82288.0,"['Airplane conception and validation', 'Flight dynamics', 'Applied aerodynamics', 'Aerospace Engineering', 'Flight mechanics']"
Fundamentals of GIS,"University of California, Davis",Course,1 - 4 Weeks,4.7,341,Beginner,https://www.coursera.org/learn/gis,4896.0,"['Spatial Analysis', 'Data Analysis', 'Data Visualization (DataViz)', 'Software']"
Fundamentals of Graphic Design,California Institute of the Arts,Course,1 - 3 Months,4.8,5.4k,Beginner,https://www.coursera.org/learn/fundamentals-of-graphic-design,156015.0,"['Creativity', 'Graphics', 'Design Theory', 'Color Theory']"
Fundamentals of Music Theory,The University of Edinburgh,Course,1 - 3 Months,4.8,347,Beginner,https://www.coursera.org/learn/edinburgh-music-theory,18504.0,"['Scales', 'Notation', 'Harmony', 'Rhythm', 'Chords']"
Fundamentals of Project Planning and Management,University of Virginia,Course,1 - 4 Weeks,4.5,1.7k,Beginner,https://www.coursera.org/learn/uva-darden-project-management,334604.0,"['Risk Analysis', 'Project Planning', 'Planning', 'Management', 'Project Management']"
Fundamentals of Quantitative Modeling,University of Pennsylvania,Course,1 - 4 Weeks,4.7,9.2k,Mixed,https://www.coursera.org/learn/wharton-quantitative-modeling,312961.0,"['Modeling', 'Linear Regression', 'Probabilistic Models', 'Regression Analysis']"
Fundamentals of Reinforcement Learning,University of Alberta,Course,1 - 3 Months,4.6,8.6k,Intermediate,https://www.coursera.org/learn/fundamentals-of-reinforcement-learning,206775.0,"['Artificial Intelligence (AI)', 'Machine Learning', 'Reinforcement Learning', 'Function Approximation', 'Intelligent Systems']"
Fundamentals of Social Media Advertising,Meta,Course,1 - 3 Months,4.8,2.7k,Beginner,https://www.coursera.org/learn/social-media-advertising-fundamentals,81488.0,"['Social Media Marketing', 'Brand Management', 'Campaign Management', 'Ad Management']"
Fundamentals of Technology Sales,"University of Maryland, College Park",Course,1 - 3 Months,4.8,2.1k,Beginner,https://www.coursera.org/learn/fundamentals-of-technology-sales,80997.0,"['Sales Development', 'Sales Management', 'Sales Strategy', 'Sales', 'Sales Presentation']"
Fundamentos de la ciberseguridad,Google,Course,1 - 4 Weeks,4.6,65,Beginner,https://www.coursera.org/learn/fundamentos-de-la-ciberseguridad,5831.0,"['Etica', 'Seguridad de la informacion (INFOSEC)', 'Marco de ciberseguridad del NIST (CSF)', 'Ataques historicos a la ciberseguridad', 'Ciberseguridad']"
Fundamentos de la gestion de proyectos,Google,Course,1 - 4 Weeks,4.9,677,Beginner,https://www.coursera.org/learn/fundamentos-de-la-gestion-de-proyectos,11297.0,"['Gestion de proyectos', 'Cultura de la organizacion', 'Pensamiento estrategico', 'desarrollo profesional', 'gestion de cambios']"
Fundamentos del marketing digital y comercio electronico,Google,Course,1 - 4 Weeks,4.9,4.6k,Beginner,https://www.coursera.org/learn/fundamentos-del-marketing-digital-y-comercio-electronico,74386.0,"['Marketing', 'Fidelidad del cliente', 'Analisis y estadisticas de marketing', 'Acercamiento al cliente', 'Comercio electronico']"
Futures Thinking,Institute for the Future,Specialization,3 - 6 Months,4.6,308,Beginner,https://www.coursera.org/specializations/futures-thinking,12011.0,"['Strategic Foresight', 'Simulation', 'Scenario Design', 'Future Forecasting']"
"GIS, Mapping, and Spatial Analysis",University of Toronto,Specialization,3 - 6 Months,4.8,1.6k,Beginner,https://www.coursera.org/specializations/gis-mapping-spatial-analysis,23162.0,"['Geographic Information System (GIS)', 'Cartography', 'Esri', 'Mapping', 'Spatial Analysis']"
GPU Programming,Johns Hopkins University,Specialization,3 - 6 Months,4.9,2.7k,Intermediate,https://www.coursera.org/specializations/gpu-programming,43857.0,"['Machine Learning', 'GPU', 'Parallel Computing', 'Image Processing', 'C']"
Game Design and Development with Unity 2020,Michigan State University,Specialization,3 - 6 Months,2.7,65,Beginner,https://www.coursera.org/specializations/game-design-and-development,4234.0,"['Video Game Development', 'Unity', 'video game', 'Game Design', 'technology']"
Game Design Art and Concepts,California Institute of the Arts,Specialization,3 - 6 Months,4.7,508,Beginner,https://www.coursera.org/specializations/game-design,16335.0,"['Interactive Storytelling', 'Game Design Document', 'Video Game Design', 'Game Design']"
Game Theory,Stanford University,Course,1 - 3 Months,4.7,3.8k,Beginner,https://www.coursera.org/learn/game-theory-1,42313.0,"['Game Theory', 'Backward Induction', 'Bayesian Game', 'Problem Solving']"
Gamification,University of Pennsylvania,Course,1 - 3 Months,4.6,4.5k,Mixed,https://www.coursera.org/learn/gamification,483528.0,"['Psychology', 'Marketing', 'Game Design', 'Gamification']"
Generative AI Primer,Vanderbilt University,Course,1 - 4 Weeks,4.8,2.4k,Beginner,https://www.coursera.org/learn/generative-ai,151571.0,"['prompt engineering', 'Augmented Intelligence', 'Generative AI']"
Generative AI for Everyone,DeepLearning.AI,Course,1 - 4 Weeks,4.6,19,Beginner,https://www.coursera.org/learn/generative-ai-for-everyone,2202.0,"['Generative AI', 'AI strategy', 'large language models', 'Generative AI Tools', 'AI Productivity']"
Generative AI with Large Language Models,DeepLearning.AI,Course,1 - 4 Weeks,5.0,29,Intermediate,https://www.coursera.org/learn/generative-ai-with-llms,38552.0,"['Generative AI', 'LLMs', 'large language models', 'Machine Learning', 'Python Programming']"
Generative Adversarial Networks (GANs),DeepLearning.AI,Specialization,1 - 3 Months,4.8,1.2k,Intermediate,https://www.coursera.org/specializations/generative-adversarial-networks-gans,132760.0,"['Generator', 'Image-to-Image Translation', 'glossary of computer graphics', 'Discriminator', 'Generative Adversarial Networks']"
Genomic Data Science,Johns Hopkins University,Specialization,3 - 6 Months,4.7,2.1k,Intermediate,https://www.coursera.org/specializations/genomic-data-science,36982.0,"['Bioinformatics Algorithms', 'Algorithms', 'Python Programming', 'Algorithms On Strings', 'Bioinformatics', 'Biopython', 'Genomics', 'Statistics', 'Data Science', 'Computational Biology', 'Samtools', 'Unix', 'Command-Line Interface', 'Data Analysis', 'R Programming', 'Biostatistics', 'Bioconductor']"
Gestion de projet de Google,Google,Professional Certificate,3 - 6 Months,4.8,5.8k,Beginner,https://www.coursera.org/professional-certificates/gestion-de-projet-de-google,47565.0,"['Gestion des risques', 'Gestion de projet', 'Execution du projet', 'Reflexion strategique', 'Gestion de la qualite', 'Gestion Agile', 'Influencer Marketing', 'Encadrement', 'Resolution de problemes', 'Scrum', 'Planification de projet', 'Approvisionnement', 'Estimation de la tache', 'Gestion des partenaires', 'Communication efficace', 'Gestion du changement', 'Gestion de projets', 'Culture organisationnelle', 'Perfectionnement professionnel', 'Charte de projet', 'Ecriture commerciale']"
Gestion de Proyectos de Google,Google,Professional Certificate,3 - 6 Months,4.5,19,Beginner,https://www.coursera.org/professional-certificates/gestion-de-proyectos-de-google,47565.0,"['Gestion de proyectos', 'Estatuto del proyecto', 'Pensamiento estrategico', 'Redaccion de negocios', 'Gestion de los interesados', 'Gestion de calidad', 'Gestion de riesgos', 'Ejecucion del proyecto', 'Adquisiciones', 'Planificacion de Proyectos', 'Estimacion de tareas', 'Cultura de la organizacion', 'desarrollo profesional', 'gestion de cambios', 'Resolucion de problemas', 'Comunicacion efectiva', 'Influencia', 'Asesoramiento', 'Gestion con la metodologia Agile', 'Scrum']"
Get Started with Python,Google,Course,1 - 3 Months,4.9,5.8k,Advanced,https://www.coursera.org/learn/get-started-with-python,65379.0,"['Using Comments to Enhance Code Readability', 'Python Programming', 'Jupyter Notebook', 'Data Visualization (DataViz)', 'Coding']"
Getting Started with AI using IBM Watson,IBM,Course,1 - 4 Weeks,4.8,609,Beginner,https://www.coursera.org/learn/ai-with-ibm-watson,42699.0,"['Deep Learning', 'Application Programming Interfaces (API)', 'Artificial Intelligence (AI)', 'Machine Learning', 'watson']"
Getting Started with Git and GitHub,IBM,Course,1 - 4 Weeks,4.5,2.8k,Beginner,https://www.coursera.org/learn/getting-started-with-git-and-github,52966.0,"['open source', 'Cloning and forking', 'Github', 'Git (Software)', 'Distributed Version Control Systems (DVCS)']"
Getting Started with SAS Programming,SAS,Course,1 - 3 Months,4.7,3.5k,Beginner,https://www.coursera.org/learn/sas-programming-basics,91929.0,"['SAS Studio', 'Import Data', 'Reports', 'Prepare Data', 'SAS Programs']"
Giving Helpful Feedback,University of Colorado Boulder,Course,1 - 3 Months,4.7,1.3k,Beginner,https://www.coursera.org/learn/feedback,3725.0,"['Communication', 'Staff Management', 'Coaching', 'Performance Management']"
Global Diplomacy Diplomacy in the Modern World,University of London,Course,1 - 3 Months,4.8,1.7k,Mixed,https://www.coursera.org/learn/global-diplomacy,47240.0,"['Policy Analysis', 'Art', 'History', 'International Relations']"
Global Procurement and Sourcing,Rutgers the State University of New Jersey,Specialization,3 - 6 Months,4.7,1.5k,Beginner,https://www.coursera.org/specializations/procurement-sourcing,76360.0,"['Negotiation', 'Contracts']"
Go Beyond the Numbers Translate Data into Insights,Google,Course,1 - 3 Months,4.7,1.8k,Advanced,https://www.coursera.org/learn/go-beyond-the-numbers-translate-data-into-insight,23479.0,"['Python Programming', 'Tableau Software', 'Data Visualization (DataViz)', 'Effective Communication', 'Exploratory Data Analysis']"
Good with Words Writing and Editing,University of Michigan,Specialization,3 - 6 Months,4.7,297,Beginner,https://www.coursera.org/specializations/good-with-words,24438.0,"['Persuasion', 'Creativity', 'Writing', 'Time management', 'Editing']"
Goodwill Career Coach and Navigator,Goodwill Industries International,Professional Certificate,3 - 6 Months,4.7,2.2k,Beginner,https://www.coursera.org/professional-certificates/goodwill-career-coach-and-navigator,62339.0,"['Crisis Intervention', 'establishing trust', 'establish coaching agreements', 'Human-centered coaching', 'Case Management', 'outreach', 'intake', 'Gap Analysis', 'Recruitment', 'Occupational guidance', 'onboarding preparation', 'resume preparation', 'Networking', 'Professional Development', 'Research technology trends', 'establish business partnerships', 'virtual coaching']"
Google Advanced Data Analytics,Google,Professional Certificate,3 - 6 Months,4.7,102,Advanced,https://www.coursera.org/professional-certificates/google-advanced-data-analytics,5764.0,"['Data Science', 'Regression Models', 'Predictive Modelling', 'Exploratory Data Analysis (EDA)', 'Statistical Analysis', 'Machine Learning', 'Python Programming', 'Data Analysis', 'Jupyter Notebook', 'Tableau Software', 'Data Visualization (DataViz)', 'Kaggle']"
Google Business Intelligence,Google,Professional Certificate,3 - 6 Months,4.7,2.1k,Advanced,https://www.coursera.org/professional-certificates/google-business-intelligence,54602.0,"['Data Modeling', 'Business Analysis', 'Bigquery', 'Sheets', 'Data Analysis', 'Extraction, Transformation And Loading (ETL)', 'Business Process', 'Tableau Software', 'Data Visualization (DataViz)', 'Business Intelligence', 'SQL', 'Dashboarding and Reporting']"
Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud,Course,1 - 3 Months,4.7,879,Beginner,https://www.coursera.org/learn/gcp-big-data-ml-fundamentals,37959.0,"['Tensorflow', 'Bigquery', 'Google Cloud Platform', 'Cloud Computing']"
Google Cloud Fundamentals Core Infrastructure,Google Cloud,Course,1 - 3 Months,4.7,3.6k,Beginner,https://www.coursera.org/learn/gcp-fundamentals,40408.0,"['Google Compute Engine', 'Google App Engine (GAE)', 'Google Cloud Platform', 'Cloud Computing']"
Google Cybersecurity,Google,Professional Certificate,3 - 6 Months,4.7,47.3k,Beginner,https://www.coursera.org/professional-certificates/google-cybersecurity,700909.0,"['Linux', 'Python Programming', 'Security Information and Event Management (SIEM) tools', 'Intrusion Detection Systems (IDS)', 'SQL']"
Google Data Analytics,Google,Professional Certificate,3 - 6 Months,4.8,15.2k,Beginner,https://www.coursera.org/professional-certificates/google-data-analytics,229865.0,"['Job portfolio', 'Data Cleansing', 'Data Analysis', 'Data Visualization (DataViz)', 'case study', 'Spreadsheet', 'Metadata', 'Data Collection', 'Data Ethics', 'SQL', 'Data Calculations', 'Data Aggregation', 'R Programming', 'R Markdown', 'Rstudio', 'Tableau Software', 'Presentation', 'Sample Size Determination', 'Data Integrity', 'Questioning', 'Decision-Making', 'Problem Solving']"
Google Data Analytics,Google,Professional Certificate,3 - 6 Months,4.8,132k,Beginner,https://www.coursera.org/professional-certificates/analytique-des-donnees-google,1847607.0,"['Tableurs', 'Visualisation des donnees (DataViz)', 'SQL', 'Nettoyage des donnees', 'Analyse de donnees', 'Prise de decision', 'Resolution de problemes', 'Questionnement', 'Presentation', 'Logiciel Tableau', 'Determination de la taille dechantillon', 'Feuille de calcul', 'Integrite des donnees', ""Portfolio pour la recherche d'emploi"", 'Etude de cas', 'programmation R', 'R Markdown', 'Rstudio', 'Analyse des donnees', 'Agregation des donnees', 'Calculs de donnees', 'Collecte de donnees', 'Ethique des donnees', 'Metadonnees']"
